,English,Italian,Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust
449,relieving,alleviando,1,0,0,0,0,0,0,0,0,0
450,alleviate,alleviare,1,0,0,0,0,0,0,0,0,0
451,ease,alleviare,1,0,0,0,0,0,0,0,0,0
452,learner,allievo,0,0,0,0,0,0,0,0,0,0
453,pupil,allievo,0,0,0,0,0,0,0,0,0,0
454,alligator,alligatore,0,0,0,0,0,0,0,0,0,0
455,alignment,allineamento,0,0,0,0,0,0,0,0,0,0
456,aligned,allineato,0,0,0,0,0,0,0,0,0,0
457,likewise,allo stesso modo,0,0,0,0,0,0,0,0,0,0
458,lark,allodola,0,0,0,0,0,0,0,0,0,0
459,accommodation,alloggio,1,0,0,0,0,0,0,0,0,0
460,housing,alloggio,0,0,0,0,0,0,0,0,0,0
461,lodging,alloggio,0,0,0,0,0,0,0,0,0,1
462,laurels,allori,1,0,0,0,0,0,1,0,0,0
463,laurel,alloro,1,0,0,0,0,0,0,0,0,0
464,hallucination,allucinazione,0,1,0,0,0,1,0,0,0,0
465,elongation,allungamento,0,0,0,0,0,0,0,0,0,0
466,lengthening,allungamento,0,0,0,0,0,0,0,0,0,0
467,elongate,allungare,0,0,0,0,0,0,0,0,0,0
468,lengthen,allungare,0,0,0,0,0,0,0,0,0,0
469,lengthened,allungato,0,0,0,0,0,0,0,0,0,0
470,allusion,allusione,0,0,0,0,0,0,0,0,0,0
471,alluvial,alluvionale,0,0,0,0,0,0,0,0,0,0
472,flood,alluvione,0,0,0,0,0,1,0,0,0,0
473,almanac,almanacco,0,0,0,0,0,0,0,0,0,0
474,aloha,aloha,1,0,0,1,0,0,1,0,0,0
475,halo,alone,0,0,0,0,0,0,0,0,0,0
476,altar,altare,0,0,0,0,0,0,0,0,0,0
477,alter,alterare,0,0,0,0,0,0,0,0,0,0
478,altered,alterato,0,0,0,0,0,0,0,0,0,0
479,alteration,alterazione,0,0,0,0,0,0,0,0,0,0
480,altercation,alterco,0,1,1,0,0,0,0,0,0,0
481,alternative,alternativa,0,0,0,0,0,0,0,0,0,0
482,alternate,alternato,0,0,0,0,0,0,0,0,0,0
483,height,altezza,0,0,0,0,0,0,0,0,0,0
484,hight,altezza,0,0,0,0,0,0,0,0,0,0
485,haughty,altezzoso,0,1,1,0,0,0,0,0,0,0
486,altitude,altitudine,0,0,0,0,0,0,0,0,0,0
487,high,alto,0,0,0,0,0,0,0,0,0,0
488,lofty,alto,0,1,0,0,0,0,0,0,0,0
489,overhead,alto,0,0,0,0,0,0,0,0,0,0
490,tall,alto,0,0,0,0,0,0,0,0,0,0
491,guzzling,alto consumo,0,1,0,0,0,0,0,0,0,0
492,lanky,alto e dinoccolato,0,0,0,0,0,0,0,0,0,0
493,speaker,altoparlante,0,0,0,0,0,0,0,0,0,0
494,highlands,altopiani,0,0,0,0,0,0,0,0,0,0
495,unselfish,altruista,1,0,0,0,0,0,0,0,0,0
496,beehive,alveare,0,0,0,0,0,0,0,0,0,0
497,hive,alveare,0,1,0,0,0,0,0,0,0,0
498,alveolar,alveolare,0,0,0,0,0,0,0,0,0,0
499,shrug,alzata di spalle,0,0,0,0,0,0,0,0,0,0
500,amiable,amabile,1,0,0,0,0,0,0,0,0,0
501,lovable,amabile,1,0,0,0,0,0,1,0,0,1
502,hammock,amaca,0,0,0,0,0,0,0,0,0,0
503,amalgam,amalgama,0,0,0,0,0,0,0,0,0,0
504,lover,amante,1,0,0,1,0,0,1,0,0,1
505,bitterly,amaramente,0,1,1,0,1,0,0,1,0,0
506,loving,amare,1,0,0,0,0,0,1,0,0,0
507,bitterness,amarezza,0,1,1,0,1,0,0,1,0,0
508,embassy,ambasciata,0,0,0,0,0,0,0,0,0,0
509,ambassador,ambasciatore,1,0,0,0,0,0,0,0,0,1
510,ambient,ambientale,0,0,0,0,0,0,0,0,0,0
511,environment,ambiente,0,0,0,0,0,0,0,0,0,0
512,ambiguity,ambiguità,0,0,0,0,0,0,0,0,0,0
513,ambiguous,ambiguo,0,1,0,0,0,0,0,0,0,0
514,ambit,ambito,0,0,0,0,0,0,0,0,0,0
515,ambition,ambizione,1,0,0,1,0,0,1,0,0,1
516,ambitious,ambizioso,0,0,0,0,0,0,0,0,0,0
517,amber,ambra,0,0,0,0,0,0,0,0,0,0
518,ambulance,ambulanza,0,0,0,0,0,1,0,0,0,1
519,amen,amen,1,0,0,0,0,0,1,0,0,1
520,amethyst,ametista,0,0,0,0,0,0,0,0,0,0
521,amicable,amichevole,1,0,0,0,0,0,1,0,0,0
522,friendly,amichevole,1,0,0,1,0,0,1,0,0,1
523,fellowship,amicizia,1,0,0,0,0,0,0,0,0,0
524,friendship,amicizia,1,0,0,0,0,0,1,0,0,1
525,friend,amico,1,0,0,0,0,0,1,0,0,1
526,pal,amico,0,0,0,0,0,0,0,0,0,0
527,starch,amido,0,0,0,0,0,0,0,0,0,0
528,cornstarch,amido di mais,0,0,0,0,0,0,0,0,0,0
529,dent,ammaccatura,0,0,0,0,0,0,0,0,0,0
530,charmed,Ammaliato,1,1,0,0,0,0,1,0,0,0
531,amends,ammenda,1,0,0,0,0,0,0,0,0,0
532,admitted,ammesso,0,0,0,0,0,0,0,0,0,0
533,admitting,ammettendo,0,0,0,0,0,0,0,0,0,0
534,admit,ammettere,0,0,0,0,0,0,0,0,0,0
535,administer,amministrare,0,0,0,0,0,0,0,0,0,0
536,administrative,amministrativo,0,0,0,0,0,0,0,0,0,1
537,administration,amministrazione,0,0,0,0,0,0,0,0,0,0
538,contracting,amministrazione,0,0,0,0,0,0,0,0,0,0
539,admiralty,ammiragliato,0,0,0,0,0,0,0,0,0,0
540,admiral,ammiraglio,1,0,0,0,0,0,0,0,0,1
541,admire,ammirare,1,0,0,0,0,0,0,0,0,1
542,admirer,ammiratore,1,0,0,0,0,0,0,0,0,0
543,admiration,ammirazione,1,0,0,0,0,0,1,0,0,1
544,admirable,ammirevole,1,0,0,0,0,0,1,0,0,1
545,admissible,ammissibile,1,0,0,0,0,0,0,0,0,1
546,allowable,ammissibile,1,0,0,0,0,0,0,0,0,0
547,admissibility,ammissibilità,0,0,0,0,0,0,0,0,0,0
548,admission,ammissione,0,0,0,0,0,0,0,0,0,0
549,ammonia,ammoniaca,0,0,0,0,1,0,0,0,0,0
550,admonition,ammonizione,0,1,0,0,0,1,0,0,0,0
551,amortization,ammortamento,0,0,0,0,0,0,0,0,0,1
552,depreciation,ammortamento,0,1,0,0,0,1,0,0,0,0
553,damper,ammortizzatore,0,1,0,0,0,0,0,0,0,0
554,musty,ammuffito,0,1,0,0,1,0,0,0,0,0
555,moldy,ammuffito,0,0,0,0,0,0,0,0,0,0
556,mutiny,ammutinamento,0,1,1,0,1,1,0,0,1,0
557,amnesia,amnesia,0,1,0,0,0,0,0,0,0,0
558,amnesty,amnistia,1,0,0,0,0,0,1,0,0,0
559,love,amore,1,0,0,0,0,0,1,0,0,0
560,loving,amorevole,1,0,0,0,0,0,1,0,0,1
561,amorphous,amorfo,0,0,0,0,0,0,0,0,0,0
562,amour,amour,1,0,0,1,0,0,1,0,0,1
563,ampersand,ampersand,0,0,0,0,0,0,0,0,0,0
564,amply,ampiamente,0,0,0,0,0,0,0,0,0,0
565,widely,ampiamente,0,0,0,0,0,0,0,0,0,0
566,amplitude,ampiezza,0,0,0,0,0,0,0,0,0,0
567,widen,ampliare,0,0,0,0,0,0,0,0,0,0
568,amplify,amplificare,0,0,0,0,0,0,0,0,0,0
569,amplification,amplificazione,0,0,0,0,0,0,0,0,0,0
570,amputation,amputazione,0,0,0,0,0,0,0,0,0,0
571,amulet,amuleto,0,0,0,0,0,0,0,0,0,0
572,ana,ana,0,0,0,0,0,0,0,0,0,0
573,anaconda,anaconda,0,1,0,0,1,1,0,0,0,0
574,anal,anale,0,1,0,0,0,0,0,0,0,0
575,illiterate,analfabeta,0,1,0,0,1,0,0,0,0,0
576,analgesic,analgesico,0,0,0,0,0,0,0,0,0,0
577,analysis,analisi,0,0,0,0,0,0,0,0,0,0
578,analyst,analista,1,0,0,1,0,0,0,0,0,1
579,analytic,analitico,0,0,0,0,0,0,0,0,0,0
580,analyze,analizzare,0,0,0,0,0,0,0,0,0,0
581,analyzer,Analizzatore,0,0,0,0,0,0,0,0,0,0
582,analogy,analogia,0,0,0,0,0,0,0,0,0,0
583,analogue,analogico,0,0,0,0,0,0,0,0,0,0
584,analogous,analogo,0,0,0,0,0,0,0,0,0,0
585,pineapple,ananas,0,0,0,0,0,0,0,0,0,0
586,anarchism,anarchia,0,1,1,0,0,1,0,0,0,0
587,anarchy,anarchia,0,1,1,0,0,1,0,0,0,0
588,anarchist,anarchico,0,1,1,0,0,1,0,0,0,0
589,anastomosis,anastomosi,0,0,0,0,0,0,0,0,0,0
590,anathema,anatema,0,1,1,0,1,1,0,1,0,0
591,anatomy,anatomia,0,0,0,0,0,0,0,0,0,0
592,anatomic,anatomico,0,0,0,0,0,0,0,0,0,0
593,hip,anca,0,0,0,0,0,0,0,0,0,0
594,ancestral,ancestrale,0,0,0,0,0,0,0,0,0,1
595,anchor,ancora,1,0,0,0,0,0,0,0,0,0
596,anchorage,ancoraggio,1,0,0,0,0,0,0,1,0,0
597,berth,ancoraggio,1,0,0,0,0,0,0,0,0,0
598,fetch,andare a prendere,0,0,0,0,0,0,0,0,0,0
599,gait,andatura,0,0,0,0,0,0,0,0,0,0
600,androgen,androgeni,0,0,0,0,0,0,0,0,0,0
601,annulus,anello,0,0,0,0,0,0,0,0,0,0
602,ring,anello,0,0,0,0,0,0,0,0,0,0
603,anemone,anemone,0,0,0,0,0,0,0,0,0,0
604,anaesthesia,anestesia,0,0,0,0,0,0,0,0,0,0
605,anaesthetic,anestetico,0,0,0,0,0,0,0,0,0,0
606,amphetamines,anfetamine,0,1,0,0,1,0,0,0,0,0
607,amphibian,anfibio,0,0,0,0,0,0,0,0,0,0
608,amphibious,anfibio,0,0,0,0,0,0,0,0,0,0
609,amphitheater,anfiteatro,0,0,0,0,0,0,0,0,0,0
610,angelic,angelico,1,0,0,0,0,0,1,0,0,1
611,angel,angelo,1,0,0,1,0,0,1,0,1,1
612,angina,angina,0,1,0,0,0,1,0,0,0,0
613,angiography,angiografia,0,0,0,0,0,0,0,0,0,0
614,angular,angolare,0,0,0,0,0,0,0,0,0,0
615,angle,angolo,0,0,0,0,0,0,0,0,0,0
616,bevel,angolo,0,0,0,0,0,0,0,0,0,0
617,corner,angolo,0,0,0,0,0,0,0,0,0,0
618,anguish,angoscia,0,1,1,0,0,1,0,1,0,0
619,distress,angoscia,0,1,1,0,1,1,0,1,1,0
620,heartache,angoscia,0,1,0,0,0,0,0,1,0,0
621,eel,Anguilla,0,0,0,0,0,1,0,0,0,0
622,anhydrous,anidro,0,0,0,0,0,0,0,0,0,0
623,animal,animale,0,0,0,0,0,0,0,0,0,0
624,pet,animale domestico,0,1,0,0,0,0,0,0,0,0
625,animate,animare,1,0,0,0,0,0,0,0,0,0
626,animated,animato,1,0,0,0,0,0,1,0,0,0
627,animation,animazione,0,0,0,0,0,0,0,0,0,0
628,animosity,animosità,0,1,1,0,1,1,0,1,0,0
629,annals,annali,0,0,0,0,0,0,0,0,0,0
630,drown,annegare,0,1,0,0,0,1,0,1,0,0
631,annexation,annessione,0,0,0,0,0,0,0,0,0,0
632,annex,annesso,0,0,0,0,0,0,0,0,0,0
633,annexe,annesso,0,0,0,0,0,0,0,0,0,0
634,years,anni,0,0,0,0,0,0,0,0,0,0
635,annihilation,annientamento,0,1,1,0,0,1,0,1,0,0
636,annihilate,annientare,0,1,1,0,0,1,0,0,0,0
637,annihilated,annientato,0,1,1,0,0,1,0,1,0,0
638,year,anno,0,0,0,0,0,0,0,0,0,0
639,knotted,annodato,0,1,0,0,0,0,0,0,0,0
640,annotate,annotare,0,0,0,0,0,0,0,0,0,0
641,jot,annotare in fretta,0,0,0,0,0,0,0,0,0,0
642,annotation,annotazione,0,0,0,0,0,0,0,0,0,0
643,annuity,annualità,0,0,0,0,0,0,0,0,0,0
644,annulment,annullamento,0,1,0,0,0,0,0,1,0,0
645,canceling,annullamento,0,0,0,0,0,0,0,0,0,0
646,annul,annullare,0,1,0,0,0,0,0,0,0,0
647,quash,annullare,0,1,0,0,0,1,0,0,0,0
648,undo,annullare,0,1,0,0,0,0,0,0,0,0
649,disallowed,annullato,0,1,1,0,1,1,0,1,0,0
650,announce,annunciare,0,0,0,0,0,0,0,0,0,0
651,announcement,annuncio,0,0,0,1,0,0,0,0,0,0
652,sniff,annusare,0,0,0,0,0,0,0,0,0,0
653,anomaly,anomalia,0,1,0,0,0,1,0,0,1,0
654,anomalous,anomalo,0,0,0,0,0,0,0,0,0,0
655,anonymous,anonimo,0,1,0,0,0,0,0,0,0,0
656,abnormal,anormale,0,1,0,0,1,0,0,0,0,0
657,heaving,ansante,0,0,0,0,0,0,0,0,0,0
658,anxiety,ansia,0,1,1,1,0,1,0,1,0,0
659,gasping,ansimante,0,1,0,0,0,1,0,0,0,0
660,pant,ansimare,0,0,0,0,0,0,0,0,0,0
661,anxious,ansioso,0,1,0,1,0,1,0,0,0,0
662,antagonism,antagonismo,0,1,1,0,0,0,0,0,0,0
663,antagonist,antagonista,0,1,1,0,0,0,0,0,0,0
664,antagonistic,antagonistico,0,1,1,0,1,0,0,0,0,0
665,ante,ante,0,0,0,0,0,0,0,0,0,0
666,antecedent,antecedente,0,0,0,0,0,0,0,0,0,0
667,ancestor,antenato,0,0,0,0,0,0,0,0,0,0
668,antenna,antenna,0,0,0,0,0,0,0,0,0,0
669,anterior,anteriore,0,0,0,0,0,0,0,0,0,0
670,fore,anteriore,1,0,0,0,0,0,0,0,0,0
671,front,anteriore,0,0,0,0,0,0,0,0,0,0
672,antibiotics,antibiotici,1,0,0,0,0,0,0,0,0,0
673,antibiotic,antibiotico,0,0,0,0,0,0,0,0,0,0
674,antiquity,antichità,0,0,0,0,0,0,0,0,0,0
675,anticipatory,anticipatoria,0,0,0,1,0,0,0,0,0,0
676,anticipation,anticipazione,0,0,0,1,0,0,0,0,0,0
677,advance,anticipo,1,0,0,1,0,1,1,0,1,0
678,ancient,antico,0,1,0,0,0,0,0,0,0,0
679,antique,antico,1,0,0,0,0,0,0,0,0,0
680,antichrist,anticristo,0,1,1,0,1,1,0,0,0,0
681,antidote,antidoto,1,0,0,1,0,0,0,0,0,1
682,antelope,antilope,0,0,0,0,0,0,0,0,0,0
683,antifungal,antimicotico,1,0,0,0,0,0,0,0,0,1
684,antimony,antimonio,0,0,0,0,0,0,0,0,0,0
685,appetizer,antipasto,0,0,0,0,0,0,0,0,0,0
686,antipathy,antipatia,0,1,1,0,1,0,0,0,0,0
687,dislike,antipatia,0,1,1,0,1,0,0,0,0,0
688,bulletproof,antiproiettile,1,0,0,0,0,0,0,0,0,0
689,antiquarian,antiquario,0,0,0,0,0,0,0,0,0,0
690,antiquated,antiquato,0,1,0,0,0,0,0,0,0,0
691,antiseptic,antisettico,1,0,0,0,0,0,0,0,0,1
692,antisocial,antisociale,0,1,1,0,1,1,0,1,0,0
693,antithesis,antitesi,0,1,1,0,0,0,0,0,0,0
694,antithetical,antitetico,0,0,0,0,0,0,0,0,0,0
695,antiviral,antivirale,0,0,0,0,0,0,0,0,0,0
696,anthology,antologia,0,0,0,0,0,0,0,0,0,0
697,anthrax,antrace,0,1,0,0,1,1,0,1,0,0
698,anthropology,antropologia,0,0,0,0,0,0,0,0,0,0
699,annular,anulare,0,0,0,0,0,0,0,0,0,0
700,elders,anziani,1,0,0,0,0,0,0,0,0,1
701,seniority,anzianità,1,0,0,0,0,0,0,0,0,1
702,aged,anziano,0,0,0,0,0,0,0,0,0,0
703,elderly,anziano,0,0,0,0,0,0,0,0,0,0
704,aorta,aorta,0,0,0,0,0,0,0,0,0,0
705,apache,apache,0,1,0,0,0,1,0,0,0,0
706,apathy,apatia,0,1,0,0,0,0,0,1,0,0
707,apathetic,apatico,0,1,0,0,0,0,0,1,0,0
708,bee,ape,0,0,1,0,0,1,0,0,0,0
709,open,aperto,0,0,0,0,0,0,0,0,0,0
710,aperture,apertura,0,0,0,0,0,0,0,0,0,0
711,opening,apertura,0,0,0,0,0,0,0,0,0,0
712,apex,apice,0,0,0,0,0,0,0,0,0,0
713,aplomb,aplomb,1,0,0,0,0,0,0,0,0,0
714,apocalyptic,apocalittico,0,0,0,0,0,0,0,0,0,0
715,heyday,apogeo,1,0,0,1,0,0,1,0,0,1
716,apologetic,apologetico,1,0,0,0,0,0,0,0,0,1
717,apologist,apologista,0,0,0,0,0,0,0,0,0,0
718,apostasy,apostasia,0,0,0,0,0,0,0,0,0,0
719,apostate,apostata,0,0,0,0,0,0,0,0,0,0
720,apostolic,apostolico,0,0,0,0,0,0,0,0,0,1
721,apostle,apostolo,1,0,0,0,0,0,0,0,0,1
722,apostrophe,apostrofo,0,0,0,0,0,0,0,0,0,0
723,procurement,appalti,0,0,0,0,0,0,0,0,0,0
724,apparatus,apparato,0,0,0,0,0,0,0,0,0,0
725,appliance,apparecchio,0,0,0,0,0,0,0,0,0,0
726,apparently,apparentemente,0,0,0,0,0,0,0,0,0,0
727,guise,apparenza,0,1,0,0,0,0,0,0,0,0
728,showy,appariscente,0,1,0,0,0,0,0,0,0,0
729,apparition,apparizione,0,0,0,0,0,1,0,0,1,0
730,apartment,appartamento,0,0,0,0,0,0,0,0,0,0
731,flat,appartamento,0,0,0,0,0,0,0,0,0,0
732,enthusiast,appassionato,1,0,0,1,0,0,1,0,1,0
733,impassioned,appassionato,0,0,0,0,0,0,0,0,0,0
734,passionate,appassionato,1,0,0,1,0,0,1,0,0,1
735,appellant,appellante,0,0,0,0,0,0,0,0,0,0
736,appeal,appello,0,0,0,1,0,0,0,0,0,0
737,hang,appendere,0,0,0,0,0,0,0,0,0,0
738,addendum,appendice,0,0,0,0,0,0,0,0,0,0
739,appendage,appendice,0,0,0,0,0,0,0,0,0,0
740,appendix,appendice,0,0,0,0,0,0,0,0,0,0
741,appendicitis,appendicite,0,1,0,0,0,1,0,1,0,0
742,appetite,appetito,0,0,0,0,0,0,0,0,0,0
743,palatable,appetitoso,1,0,0,0,0,0,0,0,0,0
744,flatten,appiattire,0,0,0,0,0,0,0,0,0,0
745,gooey,appiccicoso,0,0,0,0,0,0,0,0,0,0
746,sticky,appiccicoso,0,0,0,0,1,0,0,0,0,0
747,clap,applaudire,1,0,0,1,0,0,1,0,0,1
748,applause,applausi,1,0,0,0,0,0,1,0,1,1
749,cheering,applauso,1,0,0,0,0,0,1,0,0,0
750,applicable,applicabile,0,0,0,0,0,0,0,0,0,0
751,applicability,applicabilità,0,0,0,0,0,0,0,0,0,0
752,apply,applicare,0,0,0,0,0,0,0,0,0,0
753,enforce,applicare,1,1,1,0,0,1,0,0,0,0
754,application,applicazione,0,0,0,0,0,0,0,0,0,0
755,enforcement,applicazione,0,1,0,0,0,0,0,0,0,0
756,leaned,appoggiò,0,0,0,0,0,0,0,0,0,0
757,affix,apporre,0,0,0,0,0,0,0,0,0,0
758,intentionally,apposta,0,0,0,0,0,0,0,0,0,0
759,lurk,appostarsi,0,1,0,0,0,0,0,0,0,0
760,learning,apprendimento,1,0,0,0,0,0,0,0,0,0
761,apprentice,apprendista,0,0,0,0,0,0,0,0,0,1
762,apprenticeship,apprendistato,0,0,0,0,0,0,0,0,0,0
763,apprehension,apprensione,0,1,0,0,0,1,0,0,0,0
764,apprehensive,apprensivo,0,1,0,1,0,1,0,0,0,0
765,appreciable,apprezzabile,0,0,0,0,0,0,0,0,0,0
766,appreciation,apprezzamento,1,0,0,0,0,0,1,0,0,1
767,approach,approccio,0,0,0,0,0,0,0,0,0,0
768,deepen,approfondire,0,0,0,0,0,0,0,0,0,0
769,appropriation,appropriazione,0,1,0,0,0,0,0,0,0,0
770,embezzlement,appropriazione indebita,0,1,0,0,0,0,0,0,0,0
771,approximate,approssimativo,0,0,0,0,0,0,0,0,0,0
772,approximating,approssimazione,0,0,0,0,0,0,0,0,0,0
773,approximation,approssimazione,0,0,0,0,0,0,0,0,0,0
774,approve,approvare,1,0,0,0,0,0,1,0,0,1
775,approbation,approvazione,1,0,0,0,0,0,0,0,0,1
776,approval,approvazione,1,0,0,0,0,0,0,0,0,0
777,approving,approvazione,1,0,0,0,0,0,0,0,0,0
778,endorsement,approvazione,0,0,0,0,0,0,0,0,0,0
779,caterer,approvvigionatore,0,0,0,0,0,0,0,0,0,0
780,appointments,appuntamenti,0,0,0,0,0,0,0,0,0,0
781,appointment,appuntamento,0,0,0,0,0,0,0,0,0,0
782,spiky,appuntita,0,0,0,0,0,0,0,0,0,0
783,eagle,aquila,0,0,0,0,0,0,0,0,0,1
784,kite,aquilone,0,1,0,0,1,0,0,0,0,0
785,arable,arabile,0,0,0,0,0,0,0,0,0,0
786,heraldry,araldica,0,0,0,0,0,0,0,0,0,0
787,herald,araldo,0,0,0,0,0,0,0,0,0,0
788,orange,arancione,0,0,0,0,0,0,0,0,0,0
789,plowed,arato,0,0,0,0,0,0,0,0,0,0
790,plough,aratro,0,0,0,0,0,0,0,0,0,0
791,plow,aratro,0,0,0,0,0,0,0,0,0,0
792,tapestry,arazzo,0,0,0,0,0,0,0,0,0,0
793,arbitrate,arbitrare,0,0,0,0,0,0,0,0,0,0
794,arbitration,arbitrato,0,0,0,1,0,0,0,0,0,0
795,arbiter,arbitro,0,0,0,0,0,0,0,0,0,1
796,arbitrator,arbitro,0,0,0,0,0,0,0,0,0,1
797,umpire,arbitro,1,0,0,0,0,0,0,0,0,1
798,shrub,arbusto,0,0,0,0,0,0,0,0,0,0
799,ark,arca,0,0,0,0,0,0,0,0,0,0
800,archaic,arcaico,0,1,0,0,0,0,0,0,0,0
801,archaeology,archeologia,1,0,0,1,0,0,0,0,0,0
802,archaeological,archeologico,0,0,0,0,0,0,0,0,0,0
803,archaeologist,archeologo,0,0,0,0,0,0,0,0,0,0
804,archetype,archetipo,0,0,0,0,0,0,0,0,0,0
805,architect,architetto,0,0,0,0,0,0,0,0,0,0
806,architecture,architettura,0,0,0,0,0,0,0,0,0,1
807,archive,archivio,0,0,0,0,0,0,0,0,0,0
808,archer,arciere,0,0,0,0,0,0,0,0,0,0
809,archipelago,arcipelago,0,0,0,0,0,0,0,0,0,0
810,archbishop,arcivescovo,0,0,0,0,0,0,0,0,0,0
811,arc,arco,0,0,0,0,0,0,0,0,0,0
812,arch,arco,0,0,0,0,0,0,0,0,0,0
813,arched,arcuato,0,0,0,0,0,0,0,0,0,0
814,ardent,ardente,1,0,0,1,0,0,1,0,0,0
815,earnestly,ardentemente,1,0,0,0,0,0,0,0,0,0
816,ardor,ardore,1,0,0,0,0,0,0,0,0,0
817,arduous,arduo,0,1,0,0,0,0,0,0,0,0
818,area,area,0,0,0,0,0,0,0,0,0,0
819,arena,arena,0,0,0,0,0,0,0,0,0,0
820,areola,areola,0,0,0,0,0,0,0,0,0,0
821,argent,argento,0,0,0,0,0,0,0,0,0,0
822,silver,argento,0,0,0,0,0,0,0,0,0,0
823,clay,argilla,0,0,0,0,0,0,0,0,0,0
824,bulwark,argine,0,0,0,0,0,0,0,0,0,0
825,levee,argine,0,0,0,0,0,0,0,0,0,1
826,argumentation,argomentazione,0,0,1,0,0,0,0,0,0,0
827,arguments,argomenti,0,0,1,0,0,0,0,0,0,0
828,argument,argomento,0,1,1,0,0,0,0,0,0,0
829,wit,arguzia,1,0,0,0,0,0,0,0,0,0
830,air,aria,0,0,0,0,0,0,0,0,0,0
831,arid,arido,0,1,0,0,0,0,0,1,0,0
832,airs,arie,0,1,0,0,1,0,0,0,0,0
833,aristocrat,aristocratico,0,0,0,0,0,0,0,0,0,0
834,aristocratic,aristocratico,1,0,0,0,0,0,0,0,0,0
835,aristocracy,aristocrazia,1,0,0,0,0,0,0,0,0,0
836,arithmetic,aritmetica,0,0,0,0,0,0,0,0,0,0
837,weapon,arma,0,0,0,0,0,0,0,0,0,0
838,locker,armadietto,0,0,0,0,0,0,0,0,0,0
839,wardrobe,armadio,0,0,0,0,0,0,0,0,0,0
840,paraphernalia,armamentario,0,0,0,0,0,0,0,0,0,0
841,armaments,armamenti,0,1,0,0,0,1,0,0,0,0
842,armament,armamento,0,0,1,0,0,1,0,0,0,0
843,armada,armata,0,0,0,0,0,0,0,0,0,0
844,armed,armato,1,1,1,0,0,1,0,0,0,0
845,armature,armatura,0,0,0,0,0,0,0,0,0,0
846,armor,armatura,1,0,0,0,0,1,0,0,0,1
847,fumble,armeggiare,0,1,0,0,0,0,0,0,0,0
848,armory,armeria,0,0,0,0,0,0,0,0,0,1
849,firearms,armi da fuoco,0,1,1,0,0,1,0,0,0,0
850,harmonics,armonia,0,0,0,0,0,0,0,0,0,0
851,harmony,armonia,1,0,0,0,0,0,1,0,0,1
852,harmonica,armonica,0,0,0,0,0,0,0,0,0,0
853,harmoniously,armoniosamente,1,0,0,0,0,0,1,0,0,1
854,harmonize,armonizzare,0,0,0,0,0,0,0,0,0,0
855,aroma,aroma,1,0,0,0,0,0,0,0,0,0
856,harper,arpista,0,0,0,0,0,0,0,0,0,0
857,angry,arrabbiato,0,1,1,0,1,0,0,0,0,0
858,arraignment,arraignment,0,1,1,0,0,1,0,1,0,0
859,furniture,arredamento,0,0,0,0,0,0,0,0,0,0
860,furnish,arredare,0,0,0,0,0,0,0,0,0,0
861,busted,arrestato,0,1,1,0,0,1,0,0,0,0
862,arrest,arresto,0,1,0,0,0,0,0,0,0,0
863,halt,arresto,0,0,0,0,0,0,0,0,0,0
864,enrich,arricchire,1,0,0,0,0,0,0,0,0,0
865,crimp,arricciare,0,0,0,0,0,0,0,0,0,0
866,curling,arricciatura,0,0,0,0,0,0,0,0,0,0
867,arrive,arrivare,0,0,0,1,0,0,0,0,0,0
868,goodbye,Arrivederci,0,0,0,0,0,0,0,0,0,0
869,arrival,arrivo,0,0,0,1,0,0,0,0,0,0
870,coming,arrivo,0,0,0,1,0,0,0,0,0,0
871,arrogant,arrogante,0,1,1,0,1,0,0,0,0,0
872,arrogance,arroganza,0,1,0,0,0,0,0,0,0,0
873,blushing,arrossendo,0,0,0,0,0,0,0,0,0,0
874,blush,arrossire,0,1,0,0,0,0,0,0,0,0
875,roast,arrosto,0,0,0,0,0,0,0,0,0,0
876,coiled,arrotolato,0,0,0,0,0,0,0,0,0,0
877,rounded,arrotondato,0,0,0,0,0,0,0,0,0,0
878,rusty,arrugginito,0,1,0,0,0,0,0,0,0,0
879,enlist,arruolarsi,0,0,0,0,0,0,0,0,0,0
880,arsenal,arsenale,0,0,0,0,0,0,0,0,0,0
881,arsenic,arsenico,0,1,0,0,1,1,0,1,0,0
882,art,arte,1,0,0,1,0,0,1,1,1,0
883,artery,arteria,0,0,0,0,0,0,0,0,0,0
884,arctic,Artico,0,0,0,0,0,0,0,0,0,0
885,articulate,articolare,1,0,0,0,0,0,0,0,0,0
886,articulation,articolazione,1,0,0,0,0,0,0,0,0,0
887,articles,Articoli,0,0,0,0,0,0,0,0,0,0
888,article,articolo,0,0,0,0,0,0,0,0,0,0
889,item,articolo,0,0,0,0,0,0,0,0,0,0
890,artifice,artificio,0,0,0,0,0,0,0,0,0,0
891,contrived,artificiosa,0,0,0,0,0,0,0,0,0,0
892,handicraft,artigianato,0,0,0,0,0,0,0,0,0,0
893,artisan,artigiano,1,0,0,0,0,0,0,0,0,0
894,craftsman,artigiano,1,0,0,0,0,0,0,0,0,0
895,claws,artigli,0,0,0,0,0,0,0,0,0,0
896,gunner,artigliere,0,0,0,0,0,0,0,0,0,0
897,artillery,artiglieria,0,1,0,0,0,1,0,0,0,0
898,claw,artiglio,0,1,1,0,0,1,0,0,0,0
899,artist,artista,0,0,0,0,0,0,0,0,0,0
900,artiste,artista,1,0,0,0,0,0,0,0,0,0
